"count" "trt" "gene" "sample"
150.569146211895 "territorial" "LOC115137856" "C01"
228.356323381836 "territorial" "LOC115137856" "C02"
147.567034911153 "territorial" "LOC115137856" "C03"
87.147504106493 "territorial" "LOC115137856" "C04"
100.287531290024 "territorial" "LOC115137856" "C06"
621.412059392947 "territorial" "LOC115137856" "C07"
19.112066225582 "territorial" "LOC115137856" "C08"
79002.9127029967 "territorial" "LOC115137856" "C09"
20414.1451156639 "territorial" "LOC115137856" "C10"
101.079708812745 "territorial" "LOC115137856" "C11"
38891.7926924675 "territorial" "LOC115137856" "C12"
85.5202992081339 "territorial" "LOC115137856" "C13"
58.8952577908979 "territorial" "LOC115137856" "C14"
109.542672231937 "territorial" "LOC115137856" "C15"
687.473306477903 "social" "LOC115137856" "C16"
65.0736942668688 "social" "LOC115137856" "C18"
23.1000705735889 "social" "LOC115137856" "C19"
31.845072447956 "social" "LOC115137856" "C20"
93.6060533803594 "social" "LOC115137856" "C21"
104.038104786817 "social" "LOC115137856" "C22"
27.4987916721928 "social" "LOC115137856" "C23"
179.254793252242 "social" "LOC115137856" "C24"
115.953516946284 "social" "LOC115137856" "C25"
68.4450653305607 "social" "LOC115137856" "C26"
73.4004741682296 "social" "LOC115137856" "C27"
107.241084530712 "social" "LOC115137856" "C28"
59.6791806300071 "social" "LOC115137856" "C29"
73.7037467797034 "social" "LOC115137856" "C30"
13.4091738676899 "territorial" "LOC115137858" "C01"
30.4572058629505 "territorial" "LOC115137858" "C02"
3.52192537488671 "territorial" "LOC115137858" "C03"
6.47568993837883 "territorial" "LOC115137858" "C04"
1.73194483074104 "territorial" "LOC115137858" "C06"
5.86425105307081 "territorial" "LOC115137858" "C07"
5.1530165563955 "territorial" "LOC115137858" "C08"
6322.48503467434 "territorial" "LOC115137858" "C09"
907.68629585783 "territorial" "LOC115137858" "C10"
14.5047695815214 "territorial" "LOC115137858" "C11"
1615.70427953312 "territorial" "LOC115137858" "C12"
0.5 "territorial" "LOC115137858" "C13"
3.28072656147133 "territorial" "LOC115137858" "C14"
2.36397730311004 "territorial" "LOC115137858" "C15"
1.46620718210676 "social" "LOC115137858" "C16"
4.5358558916793 "social" "LOC115137858" "C18"
2.87895479721989 "social" "LOC115137858" "C19"
2.19432824043005 "social" "LOC115137858" "C20"
1.18967446948414 "social" "LOC115137858" "C21"
0.5 "social" "LOC115137858" "C22"
4.85464381809562 "social" "LOC115137858" "C23"
0.5 "social" "LOC115137858" "C24"
0.5 "social" "LOC115137858" "C25"
15.9420603024002 "social" "LOC115137858" "C26"
7.97697170956201 "social" "LOC115137858" "C27"
0.5 "social" "LOC115137858" "C28"
21.7675180389088 "social" "LOC115137858" "C29"
49.0085069022131 "social" "LOC115137858" "C30"
0.5 "territorial" "LOC115120516" "C01"
12.3013235217684 "territorial" "LOC115120516" "C02"
4.52923383318228 "territorial" "LOC115120516" "C03"
3.48784496918942 "territorial" "LOC115120516" "C04"
32.530565599267 "territorial" "LOC115120516" "C06"
24.6391297388187 "territorial" "LOC115120516" "C07"
7.9448264902328 "territorial" "LOC115120516" "C08"
376.823871268325 "territorial" "LOC115120516" "C09"
135.679353301813 "territorial" "LOC115120516" "C10"
4.31948261314221 "territorial" "LOC115120516" "C11"
154.755491883939 "territorial" "LOC115120516" "C12"
4.01323550446834 "territorial" "LOC115120516" "C13"
6.98836197676643 "territorial" "LOC115120516" "C14"
4.22795460622007 "territorial" "LOC115120516" "C15"
8.22965745685404 "social" "LOC115120516" "C16"
3.52689191875948 "social" "LOC115120516" "C18"
0.5 "social" "LOC115120516" "C19"
4.73582060107513 "social" "LOC115120516" "C20"
3.25869787793658 "social" "LOC115120516" "C21"
3.26101612764846 "social" "LOC115120516" "C22"
3.11278629085737 "social" "LOC115120516" "C23"
5.88959175634901 "social" "LOC115120516" "C24"
2.44039524279468 "social" "LOC115120516" "C25"
2.55894137365335 "social" "LOC115120516" "C26"
5.17310731847626 "social" "LOC115120516" "C27"
11.6905975717681 "social" "LOC115120516" "C28"
5.12337348671931 "social" "LOC115120516" "C29"
4.02789141107005 "social" "LOC115120516" "C30"
6.95458693384495 "territorial" "LOC115132860" "C01"
11.3935294047093 "territorial" "LOC115132860" "C02"
5.53654229147786 "territorial" "LOC115132860" "C03"
24.4027597535153 "territorial" "LOC115132860" "C04"
14.0513931381514 "territorial" "LOC115132860" "C06"
25.9801925020864 "territorial" "LOC115132860" "C07"
2.3612066225582 "territorial" "LOC115132860" "C08"
293.623015375668 "territorial" "LOC115132860" "C09"
64.5734506979691 "territorial" "LOC115132860" "C10"
5.59264348418962 "territorial" "LOC115132860" "C11"
129.875573838143 "territorial" "LOC115132860" "C12"
18.0661775223417 "territorial" "LOC115132860" "C13"
2.35381770764755 "territorial" "LOC115132860" "C14"
6.09193190933011 "territorial" "LOC115132860" "C15"
7.26345027474729 "social" "LOC115132860" "C16"
0.5 "social" "LOC115132860" "C18"
5.25790959443977 "social" "LOC115132860" "C19"
2.19432824043005 "social" "LOC115132860" "C20"
1.87934893896829 "social" "LOC115132860" "C21"
6.02203225529693 "social" "LOC115132860" "C22"
0.5 "social" "LOC115132860" "C23"
6.78785704907385 "social" "LOC115132860" "C24"
2.44039524279468 "social" "LOC115132860" "C25"
2.55894137365335 "social" "LOC115132860" "C26"
8.91159317325726 "social" "LOC115132860" "C27"
8.24733678045487 "social" "LOC115132860" "C28"
7.89739757875089 "social" "LOC115132860" "C29"
3.14591855830253 "social" "LOC115132860" "C30"
13.4091738676899 "territorial" "LOC115143451" "C01"
8.67014705353195 "territorial" "LOC115143451" "C02"
12.5877014995469 "territorial" "LOC115143451" "C03"
159.851731690102 "territorial" "LOC115143451" "C04"
5.42777932296415 "territorial" "LOC115143451" "C06"
16.5927531592124 "territorial" "LOC115143451" "C07"
94.4909344391891 "territorial" "LOC115143451" "C08"
18.4201843461107 "territorial" "LOC115143451" "C09"
128.646901395938 "territorial" "LOC115143451" "C10"
5.59264348418962 "territorial" "LOC115143451" "C11"
28.3655082112922 "territorial" "LOC115143451" "C12"
16.6608833205544 "territorial" "LOC115143451" "C13"
19.0381770764755 "territorial" "LOC115143451" "C14"
4.22795460622007 "territorial" "LOC115143451" "C15"
0.5 "social" "LOC115143451" "C16"
2.51792794583965 "social" "LOC115143451" "C18"
2.87895479721989 "social" "LOC115143451" "C19"
0.5 "social" "LOC115143451" "C20"
4.63804681690486 "social" "LOC115143451" "C21"
3.26101612764846 "social" "LOC115143451" "C22"
6.59650134533387 "social" "LOC115143451" "C23"
0.5 "social" "LOC115143451" "C24"
5.35098810698671 "social" "LOC115143451" "C25"
6.67682412096006 "social" "LOC115143451" "C26"
2.3692429273905 "social" "LOC115143451" "C27"
6.52570638479823 "social" "LOC115143451" "C28"
19.9181686442211 "social" "LOC115143451" "C29"
9.31972852767511 "social" "LOC115143451" "C30"
134.432678877283 "territorial" "LOC115112426" "C01"
142.115882261221 "territorial" "LOC115112426" "C02"
50.8654229147785 "territorial" "LOC115112426" "C03"
430.749675563276 "territorial" "LOC115112426" "C04"
52598.3845484886 "territorial" "LOC115112426" "C06"
79.6227030327945 "territorial" "LOC115112426" "C07"
253.624100667915 "territorial" "LOC115112426" "C08"
285.942936370192 "territorial" "LOC115112426" "C09"
381.815170007426 "territorial" "LOC115112426" "C10"
47.6069522287539 "territorial" "LOC115112426" "C11"
847.412410278918 "territorial" "LOC115112426" "C12"
75.6832397956225 "territorial" "LOC115112426" "C13"
21.8189036379468 "territorial" "LOC115112426" "C14"
1852.36145063982 "territorial" "LOC115112426" "C15"
35.2834585558432 "social" "LOC115112426" "C16"
73.1454060502274 "social" "LOC115112426" "C18"
150.374152224853 "social" "LOC115112426" "C19"
36.9280571692461 "social" "LOC115112426" "C20"
54.9842830892474 "social" "LOC115112426" "C21"
33.6321935317816 "social" "LOC115112426" "C22"
79.7545174893403 "social" "LOC115112426" "C23"
44.5149993435169 "social" "LOC115112426" "C24"
69.3840311192112 "social" "LOC115112426" "C25"
55.0619464018139 "social" "LOC115112426" "C26"
43.4925873299816 "social" "LOC115112426" "C27"
68.5044006284372 "social" "LOC115112426" "C28"
42.1103613804738 "social" "LOC115112426" "C29"
59.5921811354233 "social" "LOC115112426" "C30"
169.93290701343 "territorial" "LOC115112427" "C01"
220.186176328304 "territorial" "LOC115112427" "C02"
49.858114456483 "territorial" "LOC115112427" "C03"
535.324249484905 "territorial" "LOC115112427" "C04"
72720.9714138127 "territorial" "LOC115112427" "C06"
86.328016849133 "territorial" "LOC115112427" "C07"
351.337448352221 "territorial" "LOC115112427" "C08"
456.184687658244 "territorial" "LOC115112427" "C09"
553.719549928806 "territorial" "LOC115112427" "C10"
76.8896522628442 "territorial" "LOC115112427" "C11"
1184.78409897992 "territorial" "LOC115112427" "C12"
150.163832490351 "territorial" "LOC115112427" "C13"
40.3570807144224 "territorial" "LOC115112427" "C14"
2575.58464424651 "territorial" "LOC115112427" "C15"
44.9455303769107 "social" "LOC115112427" "C16"
122.584640723299 "social" "LOC115112427" "C18"
195.574293372031 "social" "LOC115112427" "C19"
51.3298472129016 "social" "LOC115112427" "C20"
97.7441001972643 "social" "LOC115112427" "C21"
39.1542257870785 "social" "LOC115112427" "C22"
106.753309161533 "social" "LOC115112427" "C23"
56.1924481489398 "social" "LOC115112427" "C24"
80.056204954582 "social" "LOC115112427" "C25"
80.7987135724808 "social" "LOC115112427" "C26"
74.3350956319249 "social" "LOC115112427" "C27"
119.292497300308 "social" "LOC115112427" "C28"
74.4739757875089 "social" "LOC115112427" "C29"
85.1693938656811 "social" "LOC115112427" "C30"
53.7503422042208 "territorial" "LOCNA.4556" "C01"
17.748088224123 "territorial" "LOCNA.4556" "C02"
30.7192537488671 "territorial" "LOCNA.4556" "C03"
20.4189664612628 "territorial" "LOCNA.4556" "C04"
111.375034766693 "territorial" "LOCNA.4556" "C06"
55.4835732939758 "territorial" "LOCNA.4556" "C07"
39.5853390737222 "territorial" "LOCNA.4556" "C08"
634.106517951772 "territorial" "LOCNA.4556" "C09"
252.105501521293 "territorial" "LOCNA.4556" "C10"
41.2411478735169 "territorial" "LOCNA.4556" "C11"
288.111852609409 "territorial" "LOCNA.4556" "C12"
17.363530421448 "territorial" "LOCNA.4556" "C13"
23.6727213455944 "territorial" "LOCNA.4556" "C14"
47.0994325777509 "territorial" "LOCNA.4556" "C15"
26.5875939168824 "social" "LOCNA.4556" "C16"
