"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115112827",73.9283352640066,1.17466584529922,0.120133780227979,3.27069929303022,0.00107281920464923,0.0651305078435438,"serum amyloid A-5 protein-like","liver"
"LOC115138574",64.640341795556,0.868616205929063,0.123942575128149,-2.1976756447989,0.027972228349527,0.232593816290765,"sacsin-like, transcript variant X3","liver"
"LOC115117925",79.5360811812178,0.67203437117475,0.117126510262669,1.83191228919841,0.066964489336446,0.334585404242101,"lysozyme C II","liver"
"LOC115127642",126.239346903355,0.58881923896904,0.121269407355787,0.95889702589879,0.337610623199541,0.642854561011802,"lysozyme C II","liver"
"LOCNA.2292",119.328697531419,0.529342387638516,0.122895877468086,1.87108377418123,0.0613334702306934,0.323326800910712,NA,"liver"
"LOC115131673",100.828268389963,0.512328788834591,0.114927281332979,4.45936207963813,8.22039500802449e-06,0.0266090237591685,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-like","liver"
"LOC115146293",46.7356256965599,0.508549497486862,0.12201023695812,4.16686614416533,3.08815706051313e-05,0.0266090237591685,"MARCKS-related protein 1-A-like","liver"
"LOC115123393",64.7158361251913,0.482405059362768,0.117143740465022,1.72927352946504,0.0837601518503055,0.36974966172543,"COP9 signalosome complex subunit 1-like","liver"
"LOC115133286",1165.23663080331,0.481173863534287,0.115324646503987,2.0360040795063,0.0417499456265914,0.274093247683413,"40S ribosomal protein S4","liver"
"LOC115122299",289.917971707057,0.479676166477745,0.12332960652495,3.92227813441532,8.77156522334106e-05,0.0290814747470147,"mannose-binding protein C-like","liver"
"LOC115122904",1451.66527029585,0.47163003712313,0.113505962044713,2.21870614508417,0.0265067226953352,0.227788365811054,"40S ribosomal protein S4-like","liver"
"LOCNA.2988",103.888393846575,0.467446129558773,0.114965331832435,4.06780267086729,4.74585435868906e-05,0.0266090237591685,NA,"liver"
"LOC115123161",148.108566323141,0.461704430406152,0.113450334535966,4.07031044235365,4.69505305267503e-05,0.0266090237591685,"ferritin, middle subunit-like","liver"
"LOC115133295",217.205891168774,0.460542318462068,0.112880344528061,4.08223627232629,4.46044153190487e-05,0.0266090237591685,"oligosaccharyltransferase complex subunit ostc, transcript variant X2","liver"
"LOC115143107",70.0593520219347,0.447815503173792,0.0946352833681905,1.31375067294415,0.188930122215002,0.509765257826691,"uncharacterized LOC115143107, transcript variant X1","liver"
"LOC115125161",136.916425934153,0.437376727818489,0.109401407619486,3.99709653677597,6.41241551715835e-05,0.0278496138537508,"60S ribosomal protein L32-like","liver"
"LOC115106387",42.5959204661262,0.435274741532476,0.111248639567937,3.90890715575232,9.27145847407481e-05,0.0290814747470147,"dnaJ homolog subfamily C member 9-like, transcript variant X1","liver"
"LOC115103576",155.560057498132,0.429795680210635,0.12415155389323,3.47174584528353,0.000517085627290488,0.0524348943481573,"dispanin subfamily A member 2b-like","liver"
"LOC115128702",153.550384216592,0.429050912489216,0.100415429073356,4.27269731349349,1.93122531445321e-05,0.0266090237591685,"26S proteasome complex subunit SEM1","liver"
"LOC115140820",44.8772531554541,0.427859222304939,0.12350869704003,3.47317826082142,0.000514333619575985,0.0524348943481573,"zinc finger MYM-type protein 1-like, transcript variant X1","liver"
"LOC115115591",159.659982995134,0.414982099977302,0.12387121879159,3.35824935492701,0.000784378204735364,0.0562441821506916,"dispanin subfamily A member 2b-like","liver"
"LOC115102635",163.755141995053,0.41399973262808,0.120970082483623,3.42593933840196,0.000612677198691564,0.0524348943481573,"keratin, type I cytoskeletal 18-like","liver"
"LOCNA.2103",683.925896584146,0.411417798841538,0.121189824563678,3.39894444942804,0.000676464543691546,0.0537932227279221,NA,"liver"
"LOC115135536",522.407341118967,0.410657887759601,0.118786487115118,3.45970764100858,0.000540762169243134,0.0524348943481573,"V-type proton ATPase catalytic subunit A-like","liver"
"LOC115105984",82.9916507740992,0.410152046983972,0.119926235366512,3.42581941628173,0.000612947755398226,0.0524348943481573,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","liver"
"LOC115108050",229.733258146963,0.409099942906071,0.124109913347052,3.31153327323949,0.000927862050927829,0.0614674632399085,"kinesin-like protein KIF14, transcript variant X1","liver"
"LOC115135049",94.6064474653255,0.405750372600381,0.105183216222669,3.85836930128838,0.000114146081588652,0.0317880970231548,"bladder cancer-associated protein, transcript variant X2","liver"
"LOC115145095",311.162069601426,0.405673821182309,0.113332644887069,3.5812110060564,0.000342005297517829,0.051347224138231,"proteasome subunit beta type-5-like","liver"
"LOC115134971",51.3612023673969,0.405098168757941,0.11514692464118,3.5178508992618,0.000435056733348684,0.051347224138231,"voltage-dependent anion-selective channel protein 2-like","liver"
"LOC115139187",143.999694322358,0.404804861749123,0.0982112632386155,4.12119425301726,3.76913445262022e-05,0.0266090237591685,"splicing factor 3B subunit 6","liver"
"LOC115111714",43.1851323603949,0.403516834728913,0.114548626007047,3.52042487664885,0.000430856022940334,0.051347224138231,"septin-2-like","liver"
